dyad_id,negotiation_id,side_a,side_b,description,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,location_negotiations,bilateral_negotiations,mediated_negotiations,third_party,local_government,government,president,political_party,government_forces,police,armed_group,local_ngo,community_leaders,religious_leaders,traditional_leaders,local_committee,international_ngo,foreign_government,regional_organization,international_organization,peacekeeping,other,agreement,peace_agreement,ceasefire,agreement_name,day_agreement,month_agreement,year_agreement,best_fatality_estimate,active,low,none
14053,14053-8,Awlad Suleiman,Toubou,"The Third Force, a Misratan Militia in Southern Libya, mediated another round of negotiations in June 2014. This led to the conclusion of a ceasefire on 22 June 2014.",2014,6,2014,6,Libya,0,1,armed group,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,22,6,2014,34,1,0,0
14053,14053-9,Awlad Suleiman,Toubou,The Community of Sant’Egidio mediated a humanitarian ceasefire – the Fezzan Humanitarian Agreement – between various tribes in Rome on 16 June 2016 in order to provide aid in the Fezzan region. ,2016,6,2016,6,Italy,0,1,Community of Sant’Egidio ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Fezzan Humanitarian Agreement,16,6,2016,0,0,0,1
14053,14053-10,Awlad Suleiman,Toubou,"A round of negotiations mediated by a team of elders and southern local leaders led to a three-day ceasefire between the conflict parties on 22 November 2016. As conflict persisted, the Community of Sant’Egidio and EU’s Directorate General for International Cooperation and Development, Human Development and Migration met with local representatives  to bring them to a negotiating table. These efforts led to a meeting for preliminary talks between the tribal leaders in Rome on 8 December 2016. ",2016,11,2016,12,Italy,0,1,Community of Sant’Egidio; EU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,0,0,0,1
14053,14053-11,Awlad Suleiman,Toubou,"In March 2017, 60 tribal representatives engaged in negotiations in Rome mediated by the Libyan Presidency Council, the Italian Interior Minister Marco Minniti, the Ara Pacis Initiative, and the Community of Sant’Egidio. This led to the signing of the Reconciliation and Peace Agreement on 29 March 2017 and a document regarding methods for implementation on 31 March. A faction of the Toubou tribe rejected this agreement on 6 April and fighting resumed.  ",2017,3,2017,3,Italy,0,1,government; Italy; Ara Pacis Innitiative; Community of Sant’Egidio ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Reconciliation and Peace Agreement,29,3,2017,0,0,0,1
14053,14053-12,Awlad Suleiman,Toubou,The two sides agreed to another ceasefire during another round of negotiations on 29 April. ,2017,4,2017,4,Libya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,29,4,2017,0,0,0,1
14053,14053-13,Awlad Suleiman,Toubou,"Negotiations between 15 tribal and state officials from Chad, Libya and Niger in Rome on 21 May 2017 led to the signing of a security and peace framework called The Sahara Triangle: New Perspectives. Italian Interior Minister Marco Minniti acted as the mediator during these negotiations.",2017,5,2017,5,Italy,0,1,government; Chad; Niger; Italy,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,The Sahara Triangle: New Perspectives,21,5,2017,0,0,0,1
14053,14053-14,Awlad Suleiman,Toubou,Representatives from both tribes also attended a peace conference in Brussels in May 2017 and engaged in dialogue with the Government of National Accord (GNA).,2017,5,2017,5,Belgium,0,1,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,1
14053,14053-15,Awlad Suleiman,Toubou,"On 6 February 2018, Alwad Suleiman and Toubou tribal leaders met for peace talks in Sabha and signed a ceasefire agreement.  ",2018,2,2018,2,Libya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,6,2,2018,28,1,0,0
14053,14053-16,Awlad Suleiman,Toubou,The Awlad Suleiman and Toubou reached another ceasefire accord during another round of negotiations on 27 February 2018. ,2018,2,2018,2,Libya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,27,2,2018,28,1,0,0
14053,14053-17,Awlad Suleiman,Toubou,"The Presidency Council mediated between the conflict parties in response to renewed fighting in March 2018, but this did not lead to an agreement. ",2018,3,2018,3,Libya,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28,1,0,0
14053,14053-18,Awlad Suleiman,Toubou,"On 7 April, the Supreme Council of the Tribes and Cities of Fezzan called for a ceasefire for the region. In response, the Toubou announced a unilateral ceasefire on 9 April. Another round of negotiations led to the conclusion of a ceasefire between the conflict parties on 10 April 2018. ",2018,4,2018,4,Libya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,10,4,2018,28,1,0,0
14053,14053-19,Awlad Suleiman,Toubou,"The Centre for Humanitarian Dialogue (HD) successfully mediated a ceasefire between the Awlad Suleiman and Toubou on 9 May 2018, albeit fighting continued.",2018,5,2018,5,Libya,0,1,Centre for Humanitarian Dialogue (HD),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,ceasefire,9,5,2018,28,1,0,0
14053,14053-20,Awlad Suleiman,Toubou,Local authorities mediated another ceasefire between the conflict parties in Harajah on 13 May 2018.,2018,5,2018,5,Libya,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,13,5,2018,28,1,0,0
14053,14053-21,Awlad Suleiman,Toubou,Negotiations between the tribal leaders led to the signing of a comprehensive peace agreement on 20 May 2018.,2018,5,2018,5,Libya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,20,5,2018,28,1,0,0
14053,14053-22,Awlad Suleiman,Toubou,"On 5 July 2018, the Toubou tribe recommitted to its 9 April ceasefire, expressing its support for the ongoing national reconciliation process.",2018,7,2018,7,Libya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28,1,0,0
14044,14044-1,Bani Hilal,Nubian Dabudiya,"An armed conflict between the Bani Hilal tribe and Nubian Dabudiya family in Aswan erupted on 3 April 2014, after a woman was sexually harassed. A police enforcement brought the violence to a pause, after which police officers mediated between the conflict parties. The reconciliation meeting on 3 April 2014, mediated by the police, failed and fighting broke out again.",2014,4,2014,4,Egypt,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28,1,0,0
14044,14044-2,Bani Hilal,Nubian Dabudiya,"On 5 April 2014, Prime Minister Ibrahim Mehleb and Minister of Interior Mohamed Ibrahim visited the conflict zone and shuttled between the conflict partries to urge them to end their fighting. This ceasefire was re-affirmed and extended for one month during another round of talks mediated by the Aswan peace committee on 9 April 2014.",2014,4,2014,4,Egypt,0,1,Prime Minister; government,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28,1,0,0
14044,14044-3,Bani Hilal,Nubian Dabudiya,"On 7 April 2014, an Aswan peace committee led by Governor Mustapha Yasri and local leaders mediated a round of peace talks, which led to the conclusion of a three-day truce. ",2014,4,2014,4,Egypt,0,1,local peace committee; local government; community leaders,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,ceasefire,7,4,2014,28,1,0,0
14044,14044-4,Bani Hilal,Nubian Dabudiya,"The Grand Imam of Al-Azhar Ahmed Al-Tayeb mediated a round of peace talks between the conflict parties in Aswan on 12 April 2014. His mediation team included the Minister of Religious Endowment Mokhtar Gomaa, Al-Azhar officials, religious and education leaders. As part of the peace process, the mediation team managed compensation for victims of the communal violence. The mediation effort by the Grand Imam of Al-Azhar led to the extension of the existing ceasefire for three months.",2014,4,2014,4,Egypt,0,1,religious leaders,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,28,1,0,0
14044,14044-5,Bani Hilal,Nubian Dabudiya,"On 3 May 2014, the two tribes expressed their commitment to full reconciliation. However, fighting broke out again on 26 June 2014. On 28 June 2014, the Aswan peace committee mediated a round of peace talks that led to the conclusion of a peace agreement.  ",2014,6,2014,6,Egypt,0,1,local peace committee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,peace agreement,28,6,2014,28,1,0,0
14036,14036-1,Supporters of APC,Supporters of PDP,"Armed fighting between the supporters of the People’s Democratic Party (PDP) and the main opposition party, the All Progressives Congress (APC), erupted ahead of some local elections in 2014 and the 2015 general elections. The PDP candidate and then president, Goodluck Jonathan of the Niger Delta, was widely supported by Christians in the south, while the APC candidate, Muhammadu Buhari of Katsina State, represented the predominantly Muslim north. In June 2014, the Centre for Democracy and Development (CDD) and the United Nations Development Programme (UNDP) organized a peace meeting in Ekiti State with several political parties, traditional and religious leaders, as well as civil society organizations and security personnel. The mediators tried to reach an agreement on guaranteeing violence free elections, but candidates of the APC, the Labour Party (LP), and the PDP refused to sign the agreement. ",2014,6,2014,6,Nigeria,0,1,community leaders; UN; traditional leaders; religious leaders; government forces,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,,,,7,0,1,0
14036,14036-2,Supporters of APC,Supporters of PDP,"Several peace meetings were held between the presidential candidates in 2015 in view of the upcoming presidential elections. Following a peace meeting on election-related violence, PDP leader President Goodluck Jonathan, APC leader Muhammadu Buhari, and nine other presidential candidates signed the Abuja agreement on 14 January 2015. This agreement committed the political parties and their supporters to peace during the presidential campaigns.",2015,1,2015,1,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,14,1,2015,39,1,0,0
14036,14036-3,Supporters of APC,Supporters of PDP,"In respsonse to election-related violence in Kaduna State and Niger State, Deputy Inspector General of Police mediated talks between the leaders of several political parties in the region, including the leaders of the PDP and APC. This led to the signing of a peace agreement aimed at preventing further election-related violence on 10 February 2015.",2015,2,2015,2,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,10,2,2015,39,1,0,0
14036,14036-4,Supporters of APC,Supporters of PDP,"During a peace meeting in Benue State on 4 March, 2015, PDP candidate John Ngbede and APC candidate Samuel Ortom reached an agreement to ensure violence-free elections in the region. This agreement was mediated by the Committee of Security Agencies, headed by State Police Commissioner Hycinth Dagala.",2015,3,2015,3,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,4,3,2015,39,1,0,0
14036,14036-5,Supporters of APC,Supporters of PDP,"General Abdulsalami Abubakar of the National Peace Committee on the 2015 elections mediated a round of peace talks between PDP leader President Goodluck Jonathan and APC leader Muhammadu Buhari in Abuja on 26 March 2015. This led to the conclusion of a peace agreement that committed the parties to holding violence-free elections. However, violence broke out between APC and PDP supporters shortly after the agreement was signed.",2015,3,2015,3,Nigeria,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,26,3,2015,39,1,0,0
14036,14036-6,Supporters of APC,Supporters of PDP,"The Inter-Agency Consultative Committee on Electoral Security led by the State commissioner of police of Rivers State, Mr. Musa Kimo, mediated between regional leaders of the APC and PDP and their supporters at the Police Officers Mess in Port Harcourt in February 2016. The meeting was held to manage election-related violence ahead of the forthcoming national and state assembly rerun elections. The meeting did not lead to an agreement and the supporters of the APC and PDP clashed again soon after the meeting.",2016,2,2016,2,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,13,0,1,0
14036,14036-10,Supporters of APC,Supporters of PDP,"Uk’omu Igala, an Igala socio-cultural group, mediated between several political parties, including the PDP and APC, in Anyigba in the Local Government Area of Dekina in Kogi State on 22 January 2019. The meeting led to the conclusion of an agreement that committed the parties to holding elections without violence and to promoting peaceful cohabitation among their supporters.",2019,1,2019,1,Nigeria,0,1,community leaders,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,22,1,2019,32,1,0,0
14036,14036-11,Supporters of APC,Supporters of PDP,"A peace meeting between 28 party leaders, including the APC and the PDP, took place at the Kano State Government House on 23 January 2019. The meeting was mediated by the Kano State Peace Committee and led to the conclusion of an agreement that stressed the need for peaceful elections and the demilitarization of the supporters of political parties.",2019,1,2019,1,Nigeria,0,1,local peace committee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,peace agreement,23,1,2019,32,1,0,0
14036,14036-12,Supporters of APC,Supporters of PDP,"INEC, together with the Inter-Agency Consultative Committee on Election Security (ICCES), mediated a peace agreement between 30 political parties in the Gombe State on 24 January 2019. Muhammad Inuwa Yahaya and Usman Bayero Nafada signed for the APC and PDP respectively.",2019,1,2019,1,Nigeria,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,24,1,2019,32,1,0,0
14036,14036-13,Supporters of APC,Supporters of PDP,"Political party leaders in Bayelsa State, including APC and PDP leaders, gathered for a peace meeting at the police officers’ mess in Yenagoa on 24 January 2019. This meeting was mediated by the state police command together with officials of the Inter-Party Advisory Council (IPAC). The meeting led to the signing of a peace agreement that committed the parties to peaceful elections.",2019,1,2019,1,Nigeria,0,1,police; government,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,24,1,2019,32,1,0,0
14036,14036-14,Supporters of APC,Supporters of PDP,"A peace meeting mediated by the state police commissioner led to a peace agreement in Anambra State on 30 January 2019. The political leaders attending the meeting were encouraged to convey the call for peace to their supporters. Armed clases between the supporters of the APC and the PDP frequently occured in the run-up to the general elections in several states in spite of the many peace efforts. Consequnetly, several additional peace efforts were undertaken in early February 2019, just before the elections.",2019,1,2019,1,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,30,1,2019,32,1,0,0
14036,14036-7,Supporters of APC,Supporters of PDP,"The presidential and National Assembly elections scheduled for February 2019 led to an upsurge in violence between APC and PDP supporters beginning in January 2019. During the month of January 2019, political representatives in several Nigerian states signed peace agreements to guarantee peaceful campaigns. These were most of the time mediated by the Independent National Electoral Commission (INEC) together with state police officials. The purpose of these agreements was to encourage political leaders to ensure peaceful elections and to communicate to their supporters the importance of peaceful cohabitation with the supporters of rival parties during the campaign and beyond. On 9 January 2019, the political parties of Enugu, including the APC and PDP, signed an agreement at a meeting mediated by the state police command and INEC at the Senior Officers Mess in Agbani Road.",2019,1,2019,1,Nigeria,0,1,police; government,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,9,1,2019,32,1,0,0
14036,14036-8,Supporters of APC,Supporters of PDP,"On 18 January 2019, INEC also mediated talks between leaders of the APC, PDP, and of 23 other political parties in Kwara State, which led to the signing of a peace accord guaranteeing violence-free elections. The peace meeting was held at the state headquarters of INEC at Adewole area of Ilorin in Kwara State.",2019,1,2019,1,Nigeria,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,18,1,2019,32,1,0,0
14036,14036-9,Supporters of APC,Supporters of PDP,"On 18 January 2019, a peace meeting between parties in the region, including the PDP and APC, was held in the Taal Conference Hotel in Lafia in Nasarawa State. This meeting was mediated by the Center for Humanitarian Affairs, in collaboration with INEC, and led to the conclusion of a peace agreement guaranteeing free and fair elections without violence.",2019,1,2019,1,Nigeria,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,18,1,2019,32,1,0,0
14036,14036-15,Supporters of APC,Supporters of PDP,"On 5 February 2019, PDP and several other party leaders of Akwa Ibom State engaged in talks mediated by INEC at Ibom hall. The meeting was aimed at concluding a peace agreement to mitigate election-related violence, but the APC did not sign the agreement.",2019,2,2019,2,Nigeria,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,32,1,0,0
14036,14036-16,Supporters of APC,Supporters of PDP,"On the same day (5 February 2019), the state police command mediated between governor Nasir el-Rufai of the APC and the PDP governorship candidate Isa Ashiru, as well as 20 other political leaders. The meeting led to the siging of a peace agreement that committed the conflict parties to violent-free elections. The meeting took place at the police officers’ mess in Kaduna and was mediated by Police Commissioner Alhaji Ahmad Abdurrahman.",2019,2,2019,2,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,5,2,2019,32,1,0,0
14036,14036-17,Supporters of APC,Supporters of PDP,"The civil society organization Hope Givers Initiative and INEC mediated a peace meeting between five governorship candidates, including the APC and PDP candiates, in Umuahia in Abia State on 12 February 2019. This resulted in the signing of a peace agreement to guarantee peaceful elections.",2019,2,2019,2,Nigeria,0,1,community leaders; government,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,12,2,2019,32,1,0,0
14036,14036-18,Supporters of APC,Supporters of PDP,"On 13 February 2019, the two main presidential rivals, Muhammadu Buhari of the APC and Atiku Abubakar of the PDP attended a peace meeting in Abuja, together with 71 other political representatives. The National Peace Committee led by the former military ruler Abdulsalami Abubakar and the Kofi Annan Foundation mediated between the parties. The meeting led to the signing of a peace agreement and all signatories called uppoon their supporters to wage a peaceful campaign. However, this did not prevent clashes between APC and PDP supporters from occurring in Abuja only one day after the signing of the agreement.",2019,2,2019,2,Nigeria,0,1,government; Kofi Annan Foundation,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,peace agreement,13,2,2019,32,1,0,0
14036,14036-19,Supporters of APC,Supporters of PDP,"After the reelection of President Buhari of the APC with 56 percent of the votes, violence resumed between the supporters of the APC and PDP in the second half of February 2019. The PDP considered the previously concluded agreements broken. Ahead of state governor elections in Kogi State in November 2019, several political parties, including the PDP and APC, reached a peace agreement that was mediated by the Search for Common Ground, the Kukah Foundation, and the National Peace Committee in Lokoja on 7 November 2019. The signing ceremony was disrupted by thugs who attacked the political candidates. Moreover, attacks resumed between supporters of the two main parties already the next day after the signing of the agreement. ",2019,11,2019,11,Nigeria,0,1,Search for Common Ground; community leaders; government,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,peace agreement,7,11,2019,32,1,0,0
14036,14036-20,Supporters of APC,Supporters of PDP,"A peace meeting mediated by police officials and INEC led to the conclusion of an agreement in Yenagoa in Bayelsa State on 7 November 2019. The agreement was signed by 42 parties in the run-up to the state governor’s elections. Senator Douye Diri signed on behalf of the PDP, while David Lyon signed on behalf of the APC.",2019,11,2019,11,Nigeria,0,1,police; government,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,7,11,2019,32,1,0,0
14009,14009-1,Fulani,Jukun,"An armed conflict between Fulani herders and Jukun farmers erupted in 2014 in Taraba State. Tiv, Fulani, Jukun and Hausa leaders from Wukari, Ibi, Donga, and Takum enagaged in peace talks, mediated by Deputy Inspector General of Police Michael Zuokumor, in Jalingo in Taraba State on 5 April 2014. These peace talks led to the conclusion of a ceasefire agreement that appealed for peace between the four communities. ",2014,4,2014,4,Nigeria,0,1,police,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ceasefire,5,4,2014,77,1,0,0
14009,14009-2,Fulani,Jukun,"Representatives of the Jukun, Tiv and Fulani tribes of Bali Local Government Area signed another peace agreement during a peace meeting on 29 April 2014. However, the hostilities resumed in the beginning of May 2014 in that area. On 30 April 2014, Jukun, Tiv, and Fulani leaders in Wukari Local Government Area held a peace meeting in response to armed clashes in Wukari on 15 April 2014. Taraba State Governor Alhaji Garba Umar and Wukari Paramount Chief Shekarau Angyu acted as mediators during this peace meeting. The meeting led to the signing of a peace agreement. However, the armed fighting resumed in early May 2014. In response, on 16 May 2014, the Governors of Benue State and Taraba State inaugurated a seven-man joint peace committee mandated to ensure the return of peace between the Tiv, Jukun, and Fulani living in the border communities of the two states.",2014,4,2014,4,Nigeria,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,peace agreement,29,4,2014,77,1,0,0
14009,14009-3,Fulani,Jukun,"In June 2016, Fulani and Jukun representatives began to participate in an inter-community dialogue process mediated by the Centre for Humanitarian Dialogue, along with several other community representatives from South Plateau. This led to the signing of the South Plateau Peace Declaration on 22 December 2016.",2016,6,2016,12,Nigeria,0,1,Centre for Humanitarian Dialogue (HD),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,South Plateau Peace Declaration,22,12,2016,0,0,0,1
14009,14009-4,Fulani,Jukun,"Following clashes in May and June 2019, local state authorities mediated a peace meeting between the leaders of the Jukun and Fulani communities in Local Government Areas of Jalingo, Ardo-Kola, and Lau. The meeting took place at the secretariat of the local government of Jalingo. The meeting did not result in an agreement.",2019,6,2019,6,Nigeria,0,1,local government,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12,0,1,0
14009,14009-5,Fulani,Jukun,"On 15 August 2019, after a year of shuttle diplomacy and pre-mediation meetings, the Centre for Humanitarian Dialogue (HD) launched the Benue Mediation Process to find a lasting solution to the farmer-herder conflicts in the region. The meeting took place at the Benue Hotel in Makurdi and brought together representatives of the Agatu, Etulo, Fulani, Hausa, Idoma, Egede, Jukun, Tiv, and Yoruba communities of Benue State. On this occasion, HD pledged to help the communities achieve lasting peace, while the attending communities pledged to support and actively participate in the mediation process. During this first meeting, it was announced that the mediation process would take place in a joint meeting between tribes from the same senatorial zones.",2019,8,2019,8,Nigeria,0,1,Centre for Humanitarian Dialogue (HD),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,12,0,1,0
14009,14009-6,Fulani,Jukun,"President Muhammadu Buhari convended a meeting between the leaders of the conflict parties in Abuja on 2 September 2019. In addition to the conflict parties, Governor of Taraba State D.D. Ishaku also attended the peace meeting. The meeting focused on the conflict between the Fulani and the Jukun-Kona in the Local Government Areas of Jalingo and Ardo Kola in Taraba State. The conflict parties did not sign a peace agreement, but both sides agreed to live together peacefully.",2019,9,2019,9,Nigeria,0,1,President; local government,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,12,0,1,0
14009,14009-7,Fulani,Jukun,"HD convened a peace meeting with representatives of the Tiv, Idoma, Igede, Agatu, Etulo, Jukun, Fulani, Igbo, Yoruba, Hausa communities in Makurdi in Benue State in early November 2019. Traditional leaders, religious leaders, civil society groups, and security agencies, and state officials were also involved in the peace meeting. This meeting was part of the ongoing mediation dialogue between the conflict parties in the region. Stakeholders stressed the need for peace, but no written agreement resulted from the meeting.",2019,11,2019,11,Nigeria,0,1,Centre for Humanitarian Dialogue (HD),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,12,0,1,0
12696,12696-1,Borana,"Burji, Gabra","While the Borana and Gabra have a long conflcit history, the Burji allied with the gabra in 2013. The Marsabit Catholic Peace Justice Commission mediated a round of negotiations between the Borana, Burji, and Gabra on 24 March 2013.  ",2013,3,2013,3,Kenya,0,1,religious leaders,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,39,1,0,0
12696,12696-2,Borana,"Burji, Gabra","The Kenyan government mediated an inter-tribal meeting between the Borana, Burji, and Gabra in Moyale on 28 August 2013.",2013,8,2013,8,Kenya,0,1,government,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,39,1,0,0
12696,12696-3,Borana,"Burji, Gabra","Another round of peace talks between the Borana, Burji, and Gabra took place in Moyale in December 2013. Kenyan security forces mediated between the conflict parties at these peace talks.",2013,12,2013,12,Kenya,0,1,government forces,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,39,1,0,0
12696,12696-4,Borana,"Burji, Gabra","Kenyan President Uhuru Kenyatta formed the Marsabit Peace Restoration Committee to reconcile the conflict parties. With support from the UN, this committee mediated between the Borana and Gabra. Francis ole Kaparo and Yusuf Haji, the former National Assembly speaker and county senator respectively, led the committee and acted as the chief mediators. This peace meeting led to the signing of the Boma Peace Agreement on 22 February 2014. However, fighting would continue.",2014,2,2014,2,Kenya,0,1,UN; government; local government; local peace committee,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,Boma Peace Agreement,22,2,2014,16,0,1,0
12696,12696-5,Borana,"Burji, Gabra","On 23 March 2015, 35 elders from the Borana and Gabra, and the Burji, Sakuye, and Garre convened in Mandera to discuss prospects for peace. The elders agreed to implement the February 2014 treaty.",2015,3,2015,3,Kenya,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1
12589,12589-1,MAA,CMA,"The Arab Mouvement Arabe de l’Azawad (MAA) (English: Arab Movement of Azawad) was established as a reaction to the Coordination des Mouvements de l’Azawad (CMA) (English: Coordination of Azawad Movements), originally the Mouvement national de libération de l’Azawad (MNLA) (English: National Movement for the Liberation of Azawad). Burkina Faso’s president Blaise Compaoré mediated a round of negotiations between the CMA and the MAA in Ougadougou in June 2013. Yet, on 15 and 19 July 2013, clashes between MAA and CMA took place again, this time in Lerneb. ",2013,6,2013,6,Burkina Faso,0,1,Burkina Faso,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,28,1,0,0
12589,12589-2,MAA,CMA,"Between 6 and 11 August 2013, the Government of Mauritania mediated negotiations between CMA and MAA leaders in Nouakchott, which led to the conclusion of a ceasefire and a joint statement on 9 August 2013, calling for collaboration among them to ensure the security of the northern regions. ",2013,8,2013,8,Mauritania,0,1,Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,ceasefire,9,8,2013,28,1,0,0
12589,12589-3,MAA,CMA,"On 3 September 2013, the MAA and CMA held their first meeting at the military level. Officers of the two groups met for bilateral negotiations on a neutral ground at Mishra, which was located in between their bases in the far north-eastern part of the country. The discussions centered on the implementation of the Nouakchott Agreement and an end to hostilities. The negotiation teams agreed to set up a permanent coordination mechanism between the heads of the Inhalil and Infara bases in order to guarantee security in the areas and avoid new clashes.",2013,9,2013,9,Mali,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,28,1,0,0
12573,12573-1,Awlad Suleiman,Qadhadhfa,"In late 2016, a peace committee made up of neighbouring tribes – the Warfalla Bani Wali, Zintan, Tarhuna, Barqah – mediated negotiations in Sabha between the Awlad Suleiman and Qadhadhfa. This led to the conclusion of a ceasefire on 25 November.",2016,11,2016,11,Libya,0,1,local peace committee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,ceasefire,25,11,2016,30,1,0,0
12573,12573-2,Awlad Suleiman,Qadhadhfa,"Another round of peace talks mediated by the peace committee led to the Agreement on Peaceful Coexistence Between the Tribes of Qadhadhfa and Awlad Suleiman on 4 December 2016. However, fighting would reignited in late December. ",2016,12,2016,12,Libya,0,1,traditional leadeers; local peace committee,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,Agreement on Peaceful Coexistence Between the Tribes of Qadhadhfa and Awlad Suleiman ,4,12,2016,30,1,0,0
12573,12573-3,Awlad Suleiman,Qadhadhfa,The United Nations Support Mission in Libya (UNSMIL) mediated negotiations between the Awlad Suleiman and Qadhahdfa in Malta from 24 to 26 May 2017.  ,2017,5,2017,5,Libya,0,1,UNSMIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,0,1
