conflict_id,dyad_id,location,gwno_location,year,side_a_name,side_b_name,start_date,side_a_2nd,side_b_2nd,ext_troop_supp,org,ep_end,ep_end_date,version,bilateral_negotiations,mediated_negotiations,peace_effort,bilateral_negotiations_dummy,mediated_negotiations_dummy,peace_effort_dummy,agreement,agreement_dummy,best_fatality_estimate,duration,pko,pko_name,pko_troops,pko_total,v2x_polyarchy,v2stfisccap,v2csprtcpt,rebel,multiple,active,low,none
4637,5247,Nigeria,475,2018,Hausa,Yoruba,13.07.1998,,,0,3,0,,20.1,0,1,1,0,1,1,1,1,0,20,0,,0,0,0.58,0.31,1.88,0,0,0,0,1
4637,5247,Nigeria,475,2019,Hausa,Yoruba,13.07.1998,,,0,3,0,08.03.2017,20.1,0,3,3,0,1,1,0,0,5,21,0,,0,0,0.50,0.31,1.92,0,0,0,1,0
4638,5248,DR Congo (Zaire),490,1999,Hema,Lendu,14.05.1999,,,0,3,0,08.03.2017,20.1,1,4,5,1,1,1,0,0,1405,0,1,MONUC,0,79,0.15,0.33,1.54,0,0,1,0,0
4638,5248,DR Congo (Zaire),490,2000,Hema,Lendu,14.05.1999,,,0,3,0,08.03.2017,20.1,0,0,0,0,0,0,0,0,656,1,1,MONUC,24,270,0.15,0.78,1.18,0,0,1,0,0
4638,5248,DR Congo (Zaire),490,2001,Hema,Lendu,14.05.1999,,,0,3,0,08.03.2017,20.1,0,0,0,0,0,0,0,0,474,2,1,MONUC,2924,3397,0.16,0.78,1.18,0,0,1,0,0
4638,5248,DR Congo (Zaire),490,2002,Hema,Lendu,14.05.1999,,,0,3,0,08.03.2017,20.1,0,4,4,0,1,1,1,1,1946,3,1,MONUC,3888,4420,0.16,0.78,1.18,0,0,1,0,0
4638,5248,DR Congo (Zaire),490,2003,Hema,Lendu,14.05.1999,,,0,3,1,31.10.2003,20.1,1,7,8,1,1,1,6,1,258,4,1,MONUC,9981,10649,0.19,-0.09,1.18,0,0,1,0,0
4638,5248,DR Congo (Zaire),490,2004,Hema,Lendu,14.05.1999,,,0,3,0,,20.1,0,2,2,0,1,1,1,1,0,5,1,MONUC,11903,12646,0.18,-0.09,1.18,0,0,0,0,1
4638,5248,DR Congo (Zaire),490,2005,Hema,Lendu,14.05.1999,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,6,1,MONUC,15790,16791,0.20,-0.09,1.18,0,0,0,0,1
4638,5248,DR Congo (Zaire),490,2017,Hema,Lendu,14.05.1999,,,0,3,0,31.10.2003,20.1,0,2,2,0,1,1,0,0,53,18,1,MONUSCO,17016,18780,0.29,-0.03,1.15,0,0,1,0,0
4638,5248,DR Congo (Zaire),490,2018,Hema,Lendu,14.05.1999,,,0,3,0,31.10.2003,20.1,0,3,3,0,1,1,0,0,702,19,1,MONUSCO,15635,17219,0.31,-0.03,1.14,0,0,1,0,0
4638,5248,DR Congo (Zaire),490,2019,Hema,Lendu,14.05.1999,,,0,3,0,31.10.2003,20.1,0,3,3,0,1,1,0,0,241,20,1,MONUSCO,,,0.33,-0.28,1.02,0,0,1,0,0
4640,5250,Sudan,625,2005,Hotiya Baggara,"Mahamid, Mahariba, Newiba",31.12.2005,,,0,3,1,31.12.2005,20.1,1,0,1,1,0,1,0,0,251,0,1,UNMIS,4009,4765,0.21,-0.21,0.65,0,1,1,0,0
4640,5250,Sudan,625,2006,Hotiya Baggara,"Mahamid, Mahariba, Newiba",31.12.2005,,,0,3,0,,20.1,0,1,1,0,1,1,1,1,0,1,1,UNMIS,8914,10284,0.22,-0.21,0.65,0,1,0,0,1
4640,5250,Sudan,625,2007,Hotiya Baggara,"Mahamid, Mahariba, Newiba",31.12.2005,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,UNMIS,8827,10108,0.22,-0.21,0.65,0,1,0,0,1
4642,5252,Somalia,520,2005,Huber subclan of Mirifle clan (Digil-Mirifle),Yantar subclan of Mirifle clan (Digil-Mirifle),12.08.2005,,,0,3,1,19.08.2005,20.1,0,1,1,0,1,1,0,0,35,0,0,,0,0,0.19,-1.95,0.57,0,0,1,0,0
4642,5252,Somalia,520,2006,Huber subclan of Mirifle clan (Digil-Mirifle),Yantar subclan of Mirifle clan (Digil-Mirifle),12.08.2005,,,0,3,0,,20.1,0,2,2,0,1,1,1,1,0,1,0,,0,0,0.20,-1.95,0.57,0,0,0,0,1
4642,5252,Somalia,520,2007,Huber subclan of Mirifle clan (Digil-Mirifle),Yantar subclan of Mirifle clan (Digil-Mirifle),12.08.2005,,,0,3,0,,20.1,0,1,1,0,1,1,1,1,0,2,0,,0,0,0.20,-1.95,0.57,0,0,0,0,1
4643,5253,Nigeria,475,1997,Ijaw,Itsekiri,30.03.1997,,,0,3,0,19.08.2005,20.1,0,1,1,0,1,1,0,0,418,0,0,,0,0,0.20,0.31,1.35,0,0,1,0,0
4643,5253,Nigeria,475,1998,Ijaw,Itsekiri,30.03.1997,,,0,3,0,19.08.2005,20.1,0,1,1,0,1,1,1,1,25,1,0,,0,0,0.23,0.31,1.35,0,0,1,0,0
4643,5253,Nigeria,475,1999,Ijaw,Itsekiri,30.03.1997,,,0,3,1,30.06.1999,20.1,0,5,5,0,1,1,1,1,120,2,0,,0,0,0.35,0.31,1.35,0,0,1,0,0
4643,5253,Nigeria,475,2000,Ijaw,Itsekiri,30.03.1997,,,0,3,0,,20.1,0,1,1,0,1,1,1,1,0,3,0,,0,0,0.46,0.31,1.35,0,0,0,0,1
4643,5253,Nigeria,475,2001,Ijaw,Itsekiri,30.03.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,4,0,,0,0,0.46,0.31,1.35,0,0,0,0,1
4643,5253,Nigeria,475,2003,Ijaw,Itsekiri,30.03.1997,,,0,3,1,18.12.2003,20.1,1,11,12,1,1,1,7,1,105,6,0,,0,0,0.44,0.31,1.35,0,0,1,0,0
4643,5253,Nigeria,475,2004,Ijaw,Itsekiri,30.03.1997,,,0,3,0,18.12.2003,20.1,0,3,3,0,1,1,3,1,19,7,0,,0,0,0.44,0.31,1.35,0,0,0,1,0
4643,5253,Nigeria,475,2005,Ijaw,Itsekiri,30.03.1997,,,0,3,0,,20.1,1,0,1,1,0,1,1,1,0,8,0,,0,0,0.44,0.31,1.35,0,0,0,0,1
4643,5253,Nigeria,475,2006,Ijaw,Itsekiri,30.03.1997,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,9,0,,0,0,0.44,0.31,1.35,0,0,0,0,1
4646,5256,Nigeria,475,2005,Izzi (Igbo),Ukele,25.04.2005,,,0,3,1,25.04.2005,20.1,0,1,1,0,1,1,0,0,100,0,0,,0,0,0.44,0.31,1.35,0,0,1,0,0
4646,5256,Nigeria,475,2006,Izzi (Igbo),Ukele,25.04.2005,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.44,0.31,1.35,0,0,0,0,1
4646,5256,Nigeria,475,2007,Izzi (Igbo),Ukele,25.04.2005,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.40,0.31,1.35,0,0,0,0,1
4646,5256,Nigeria,475,2018,Izzi (Igbo),Ukele,25.04.2005,,,0,3,0,25.04.2005,20.1,0,1,1,0,1,1,1,1,11,13,0,,0,0,0.58,0.31,1.88,0,0,0,1,0
4646,5256,Nigeria,475,2019,Izzi (Igbo),Ukele,25.04.2005,,,0,3,0,25.04.2005,20.1,1,0,1,1,0,1,1,1,4,14,0,,0,0,0.50,0.31,1.92,0,0,0,1,0
4648,5258,Sudan,625,2003,Janjaweed,JEM,26.11.2003,,,0,1,1,26.11.2003,20.1,0,0,0,0,0,0,0,0,186,0,0,,0,0,0.18,0.00,0.67,1,0,1,0,0
4648,5258,Sudan,625,2004,Janjaweed,JEM,26.11.2003,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.20,0.00,0.67,1,0,0,0,1
4648,5258,Sudan,625,2005,Janjaweed,JEM,26.11.2003,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,UNMIS,4009,4765,0.21,-0.21,0.65,1,0,0,0,1
4649,5259,Sudan,625,2005,Janjaweed,SLM/A,30.01.2005,,,0,1,1,20.04.2005,20.1,0,0,0,0,0,0,0,0,30,0,1,UNMIS,4009,4765,0.21,-0.21,0.65,1,0,1,0,0
4649,5259,Sudan,625,2006,Janjaweed,SLM/A,30.01.2005,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,1,1,UNMIS,8914,10284,0.22,-0.21,0.65,1,0,0,0,1
4649,5259,Sudan,625,2007,Janjaweed,SLM/A,30.01.2005,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,UNMIS,8827,10108,0.22,-0.21,0.65,1,0,0,0,1
4650,5260,Sudan,625,2005,Janjaweed - Bin Kulaib faction,Janjaweed - Moro faction,30.11.2005,,,0,1,1,30.11.2005,20.1,0,0,0,0,0,0,0,0,44,0,1,UNMIS,4009,4765,0.21,-0.21,0.65,1,0,1,0,0
4650,5260,Sudan,625,2006,Janjaweed - Bin Kulaib faction,Janjaweed - Moro faction,30.11.2005,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,1,1,UNMIS,8914,10284,0.22,-0.21,0.65,1,0,0,0,1
4650,5260,Sudan,625,2007,Janjaweed - Bin Kulaib faction,Janjaweed - Moro faction,30.11.2005,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,UNMIS,8827,10108,0.22,-0.21,0.65,1,0,0,0,1
4651,5261,Kenya,501,1999,Jie,Turkana,10.07.1999,,,0,3,1,10.07.1999,20.1,0,0,0,0,0,0,0,0,40,0,0,,0,0,0.36,1.19,1.58,0,0,1,0,0
4651,5261,Kenya,501,2000,Jie,Turkana,10.07.1999,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.38,1.19,1.58,0,0,0,0,1
4651,5261,Kenya,501,2001,Jie,Turkana,10.07.1999,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.36,1.19,1.58,0,0,0,0,1
4651,5261,Kenya,501,2004,Jie,Turkana,10.07.1999,,,0,3,0,10.07.1999,20.1,0,0,0,0,0,0,0,0,4,5,0,,0,0,0.46,1.19,1.75,0,0,0,1,0
4651,5261,Kenya,501,2005,Jie,Turkana,10.07.1999,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,6,0,,0,0,0.46,1.19,1.75,0,0,0,0,1
4651,5261,Kenya,501,2006,Jie,Turkana,10.07.1999,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,7,0,,0,0,0.47,1.19,1.75,0,0,0,0,1
4651,5261,Kenya,501,2008,Jie,Turkana,10.07.1999,,,0,3,1,10.02.2008,20.1,0,3,3,0,1,1,1,1,57,9,0,,0,0,0.38,1.19,1.75,0,0,1,0,0
4651,5261,Kenya,501,2009,Jie,Turkana,10.07.1999,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,10,0,,0,0,0.38,1.19,1.75,0,0,0,0,1
4651,5261,Kenya,501,2010,Jie,Turkana,10.07.1999,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,11,0,,0,0,0.40,1.56,1.92,0,0,0,0,1
4653,5263,Somalia,520,2002,JVA,JVA faction,02.06.2002,,,0,1,0,10.02.2008,20.1,0,0,0,0,0,0,0,0,10,0,0,,0,0,0.19,-1.95,0.57,1,0,0,1,0
4653,5263,Somalia,520,2003,JVA,JVA faction,02.06.2002,,,0,1,1,28.10.2003,20.1,0,0,0,0,0,0,0,0,25,1,0,,0,0,0.19,-1.95,0.57,1,0,1,0,0
4653,5263,Somalia,520,2004,JVA,JVA faction,02.06.2002,,,0,1,0,28.10.2003,20.1,0,0,0,0,0,0,0,0,6,2,0,,0,0,0.18,-1.95,0.57,1,0,0,1,0
4653,5263,Somalia,520,2005,JVA,JVA faction,02.06.2002,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,3,0,,0,0,0.19,-1.95,0.57,1,0,0,0,1
4653,5263,Somalia,520,2006,JVA,JVA faction,02.06.2002,,,0,1,0,28.10.2003,20.1,0,0,0,0,0,0,0,0,16,4,0,,0,0,0.20,-1.95,0.57,1,0,0,1,0
4653,5263,Somalia,520,2007,JVA,JVA faction,02.06.2002,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,5,0,,0,0,0.20,-1.95,0.57,1,0,0,0,1
4653,5263,Somalia,520,2008,JVA,JVA faction,02.06.2002,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,6,0,,0,0,0.20,-1.95,0.57,1,0,0,0,1
4654,5264,Somalia,520,1999,Forces of General Morgan,JVA,06.01.1999,,,0,1,1,12.08.1999,20.1,0,0,0,0,0,0,0,0,78,0,0,,0,0,0.16,-1.95,0.57,1,0,1,0,0
4654,5264,Somalia,520,2000,Forces of General Morgan,JVA,06.01.1999,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.18,-1.95,0.57,1,0,0,0,1
4654,5264,Somalia,520,2001,Forces of General Morgan,JVA,06.01.1999,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.19,-1.95,0.57,1,0,0,0,1
4654,5264,Somalia,520,2004,Forces of General Morgan,JVA,06.01.1999,,,0,1,1,20.09.2004,20.1,0,1,1,0,1,1,0,0,37,5,0,,0,0,0.18,-1.95,0.57,1,0,1,0,0
4654,5264,Somalia,520,2005,Forces of General Morgan,JVA,06.01.1999,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,6,0,,0,0,0.19,-1.95,0.57,1,0,0,0,1
4654,5264,Somalia,520,2006,Forces of General Morgan,JVA,06.01.1999,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,7,0,,0,0,0.20,-1.95,0.57,1,0,0,0,1
4656,5266,Kenya,501,1991,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,20.09.2004,20.1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0.20,1.19,-0.31,0,0,0,1,0
4656,5266,Kenya,501,1992,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,20.09.2004,20.1,0,0,0,0,0,0,0,0,42,1,0,,0,0,0.23,1.19,0.64,0,0,1,0,0
4656,5266,Kenya,501,1993,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,20.09.2004,20.1,0,0,0,0,0,0,0,0,35,2,0,,0,0,0.35,1.19,1.60,0,0,1,0,0
4656,5266,Kenya,501,1994,Kalenjin,Kikuyu,27.12.1991,,,0,3,1,31.03.1994,20.1,0,0,0,0,0,0,0,0,28,3,0,,0,0,0.34,1.19,1.60,0,0,1,0,0
4656,5266,Kenya,501,1995,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,4,0,,0,0,0.35,1.19,1.60,0,0,0,0,1
4656,5266,Kenya,501,1996,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,5,0,,0,0,0.36,1.19,1.60,0,0,0,0,1
4656,5266,Kenya,501,1998,Kalenjin,Kikuyu,27.12.1991,,,0,3,1,25.01.1998,20.1,0,0,0,0,0,0,0,0,127,7,0,,0,0,0.36,1.19,1.58,0,0,1,0,0
4656,5266,Kenya,501,1999,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,8,0,,0,0,0.36,1.19,1.58,0,0,0,0,1
4656,5266,Kenya,501,2000,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,9,0,,0,0,0.38,1.19,1.58,0,0,0,0,1
4656,5266,Kenya,501,2006,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,25.01.1998,20.1,0,0,0,0,0,0,0,0,5,15,0,,0,0,0.47,1.19,1.75,0,0,0,1,0
4656,5266,Kenya,501,2007,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,25.01.1998,20.1,0,0,0,0,0,0,0,0,11,16,0,,0,0,0.45,1.19,1.75,0,0,0,1,0
4656,5266,Kenya,501,2008,Kalenjin,Kikuyu,27.12.1991,,,0,3,1,31.12.2008,20.1,0,2,2,0,1,1,0,0,78,17,0,,0,0,0.38,1.19,1.75,0,0,1,0,0
4656,5266,Kenya,501,2009,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,18,0,,0,0,0.38,1.19,1.75,0,0,0,0,1
4656,5266,Kenya,501,2010,Kalenjin,Kikuyu,27.12.1991,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,19,0,,0,0,0.40,1.56,1.92,0,0,0,0,1
4657,5267,Kenya,501,2008,Kalenjin,Kisii,03.02.2008,,,0,3,1,05.02.2008,20.1,0,1,1,0,1,1,0,0,81,0,0,,0,0,0.38,1.19,1.75,0,0,1,0,0
4657,5267,Kenya,501,2009,Kalenjin,Kisii,03.02.2008,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.38,1.19,1.75,0,0,0,0,1
4657,5267,Kenya,501,2010,Kalenjin,Kisii,03.02.2008,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.40,1.56,1.92,0,0,0,0,1
4658,5268,Ghana,452,2000,Kusasi,Mamprusi,09.12.2000,,,0,3,0,05.02.2008,20.1,0,0,0,0,0,0,0,0,30,0,0,,0,0,0.65,1.03,1.73,0,0,1,0,0
4658,5268,Ghana,452,2001,Kusasi,Mamprusi,09.12.2000,,,0,3,1,04.12.2001,20.1,0,2,2,0,1,1,1,1,50,1,0,,0,0,0.72,1.03,1.73,0,0,1,0,0
4658,5268,Ghana,452,2002,Kusasi,Mamprusi,09.12.2000,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.73,1.03,1.73,0,0,0,0,1
4658,5268,Ghana,452,2003,Kusasi,Mamprusi,09.12.2000,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,3,0,,0,0,0.73,1.03,1.73,0,0,0,0,1
4658,5268,Ghana,452,2008,Kusasi,Mamprusi,09.12.2000,,,0,3,1,27.06.2008,20.1,0,2,2,0,1,1,1,1,55,8,0,,0,0,0.72,1.00,1.73,0,0,1,0,0
4658,5268,Ghana,452,2009,Kusasi,Mamprusi,09.12.2000,,,0,3,0,27.06.2008,20.1,0,2,2,0,1,1,0,0,8,9,0,,0,0,0.76,1.00,1.73,0,0,0,1,0
4658,5268,Ghana,452,2010,Kusasi,Mamprusi,09.12.2000,,,0,3,0,27.06.2008,20.1,0,2,2,0,1,1,1,1,1,10,0,,0,0,0.74,1.00,1.73,0,0,0,1,0
4658,5268,Ghana,452,2011,Kusasi,Mamprusi,09.12.2000,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,11,0,,0,0,0.74,1.00,1.73,0,0,0,0,1
4658,5268,Ghana,452,2012,Kusasi,Mamprusi,09.12.2000,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,12,0,,0,0,0.74,1.00,1.73,0,0,0,0,1
4660,5270,Sudan,625,2006,Lou Nuer,Murle,31.05.2006,,,0,3,0,27.06.2008,20.1,0,1,1,0,1,1,0,0,150,0,1,UNMIS,8914,10284,0.22,-0.21,0.65,0,0,1,0,0
4660,5270,Sudan,625,2007,Lou Nuer,Murle,31.05.2006,,,0,3,1,15.08.2007,20.1,0,0,0,0,0,0,0,0,60,1,1,UNMIS,8827,10108,0.22,-0.21,0.65,0,0,1,0,0
4660,5270,Sudan,625,2008,Lou Nuer,Murle,31.05.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,UNMIS,8761,10037,0.21,-0.21,0.65,0,0,0,0,1
4660,5270,Sudan,625,2009,Lou Nuer,Murle,31.05.2006,,,0,3,1,02.08.2009,20.1,0,1,1,0,1,1,1,1,1195,3,1,UNMIS,9090,10259,0.23,-0.21,0.65,0,0,1,0,0
4660,5270,Sudan,625,2010,Lou Nuer,Murle,31.05.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,4,1,UNMIS,9455,10614,0.24,-0.21,0.66,0,0,0,0,1
4660,5270,"South Sudan, Sudan","626, 625",2011,Lou Nuer,Murle,31.05.2006,,,0,3,0,02.08.2009,20.1,0,6,6,0,1,1,1,1,1415,5,1,UNMISS,6798,7381,0.23,-0.89,0.56,0,0,1,0,0
4660,5270,"South Sudan, Ethiopia","626, 530",2012,Lou Nuer,Murle,31.05.2006,,,0,3,0,02.08.2009,20.1,0,5,5,0,1,1,0,0,424,6,1,UNMISS,6473,7157,0.23,-0.89,0.51,0,0,1,0,0
4660,5270,South Sudan,626,2013,Lou Nuer,Murle,31.05.2006,,,0,3,1,08.08.2013,20.1,0,1,1,0,1,1,0,0,118,7,1,UNMISS,6806,7684,0.20,-0.89,0.08,0,0,1,0,0
4660,5270,South Sudan,626,2014,Lou Nuer,Murle,31.05.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,8,1,UNMISS,10376,11451,0.18,-1.17,-0.02,0,0,0,0,1
4660,5270,South Sudan,626,2015,Lou Nuer,Murle,31.05.2006,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,9,1,UNMISS,11707,13035,0.18,-1.17,-0.22,0,0,0,0,1
4660,5270,South Sudan,626,2016,Lou Nuer,Murle,31.05.2006,,,0,3,0,08.08.2013,20.1,0,0,0,0,0,0,0,0,101,10,1,UNMISS,12120,13783,0.18,-1.17,-0.44,0,0,1,0,0
4660,5270,South Sudan,626,2017,Lou Nuer,Murle,31.05.2006,,,0,3,1,10.04.2017,20.1,0,1,1,0,1,1,0,0,32,11,1,UNMISS,12797,14553,0.17,-1.17,-0.56,0,0,1,0,0
4660,5270,South Sudan,626,2018,Lou Nuer,Murle,31.05.2006,,,0,3,0,10.04.2017,20.1,0,0,0,0,0,0,0,0,8,12,1,UNMISS,14462,16470,0.16,-1.00,-0.96,0,0,0,1,0
4660,5270,South Sudan,626,2019,Lou Nuer,Murle,31.05.2006,,,0,3,0,10.04.2017,20.1,0,0,0,0,0,0,0,0,51,13,1,UNMISS,,,0.18,-1.32,-0.91,0,0,1,0,0
4661,5271,Sudan,625,2008,Hol Dinka,Lou Nuer,17.05.2008,,,0,3,0,10.04.2017,20.1,0,0,0,0,0,0,0,0,31,0,1,UNMIS,8761,10037,0.21,-0.21,0.65,0,0,1,0,0
4661,5271,Sudan,625,2009,Hol Dinka,Lou Nuer,17.05.2008,,,0,3,1,16.10.2009,20.1,0,0,0,0,0,0,0,0,237,1,1,UNMIS,9090,10259,0.23,-0.21,0.65,0,0,1,0,0
4661,5271,Sudan,625,2010,Hol Dinka,Lou Nuer,17.05.2008,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,1,UNMIS,9455,10614,0.24,-0.21,0.66,0,0,0,0,1
4661,5271,Sudan,625,2011,Hol Dinka,Lou Nuer,17.05.2008,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,3,1,UNMISS,6798,7381,0.24,-0.21,0.66,0,0,0,0,1
4662,5272,Sudan,625,1995,LRA,SPLM/A,30.10.1995,,,0,1,0,16.10.2009,20.1,0,0,0,0,0,0,0,0,36,0,0,,0,0,0.10,0.00,-1.49,1,0,1,0,0
4662,5272,Sudan,625,1996,LRA,SPLM/A,30.10.1995,,,0,1,0,16.10.2009,20.1,0,0,0,0,0,0,0,0,152,1,0,,0,0,0.11,0.00,-1.49,1,0,1,0,0
4662,5272,Sudan,625,1997,LRA,SPLM/A,30.10.1995,,,0,1,0,16.10.2009,20.1,0,0,0,0,0,0,0,0,100,2,0,,0,0,0.16,0.00,-1.49,1,0,1,0,0
4662,5272,Sudan,625,1998,LRA,SPLM/A,30.10.1995,,,0,1,1,14.09.1998,20.1,0,0,0,0,0,0,0,0,58,3,0,,0,0,0.16,0.00,-1.49,1,0,1,0,0
4662,5272,Sudan,625,1999,LRA,SPLM/A,30.10.1995,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,4,0,,0,0,0.16,0.00,-1.49,1,0,0,0,1
4662,5272,Sudan,625,2000,LRA,SPLM/A,30.10.1995,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,5,0,,0,0,0.13,0.00,-0.69,1,0,0,0,1
4662,5272,Sudan,625,2004,LRA,SPLM/A,30.10.1995,,,0,1,1,22.12.2004,20.1,0,0,0,0,0,0,0,0,142,9,0,,0,0,0.20,0.00,0.67,1,0,1,0,0
4662,5272,Sudan,625,2005,LRA,SPLM/A,30.10.1995,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,10,1,UNMIS,4009,4765,0.21,-0.21,0.65,1,0,0,0,1
4662,5272,Sudan,625,2006,LRA,SPLM/A,30.10.1995,,,0,1,0,,20.1,0,0,0,0,0,0,0,0,0,11,1,UNMIS,8914,10284,0.22,-0.21,0.65,1,0,0,0,1
4665,5275,Kenya,501,2007,Kikuyu,Luo,31.12.2007,,,0,3,0,22.12.2004,20.1,0,0,0,0,0,0,0,0,19,0,0,,0,0,0.45,1.19,1.75,0,0,0,1,0
4665,5275,Kenya,501,2008,Kikuyu,Luo,31.12.2007,,,0,3,1,18.02.2008,20.1,0,1,1,0,1,1,0,0,42,1,0,,0,0,0.38,1.19,1.75,0,0,1,0,0
4665,5275,Kenya,501,2009,Kikuyu,Luo,31.12.2007,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,2,0,,0,0,0.38,1.19,1.75,0,0,0,0,1
4665,5275,Kenya,501,2010,Kikuyu,Luo,31.12.2007,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,3,0,,0,0,0.40,1.56,1.92,0,0,0,0,1
4666,5276,Sudan,625,2002,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,1,25.05.2002,20.1,0,0,0,0,0,0,0,0,53,0,0,,0,0,0.19,0.00,0.67,0,0,1,0,0
4666,5276,Sudan,625,2003,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0.18,0.00,0.67,0,0,0,0,1
4666,5276,Sudan,625,2004,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,1,31.12.2004,20.1,0,1,1,0,1,1,0,0,69,2,0,,0,0,0.20,0.00,0.67,0,0,1,0,0
4666,5276,Sudan,625,2005,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,3,1,UNMIS,4009,4765,0.21,-0.21,0.65,0,0,0,0,1
4666,5276,Sudan,625,2006,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,0,,20.1,0,0,0,0,0,0,0,0,0,4,1,UNMIS,8914,10284,0.22,-0.21,0.65,0,0,0,0,1
4666,5276,Sudan,625,2013,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,0,31.12.2004,20.1,0,1,1,0,1,1,1,1,229,11,1,UNAMID,15778,20888,0.22,-0.54,0.82,0,0,1,0,0
4666,5276,Sudan,625,2014,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,0,31.12.2004,20.1,1,2,3,1,1,1,1,1,395,12,1,UNAMID,14390,19338,0.23,-0.54,0.82,0,0,1,0,0
4666,5276,Sudan,625,2015,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,0,31.12.2004,20.1,0,6,6,0,1,1,1,1,252,13,1,UNAMID,14421,17823,0.25,-0.54,0.82,0,0,1,0,0
4666,5276,Sudan,625,2016,Ma'aliyah,Rizeigat Baggara,25.05.2002,,,0,3,0,31.12.2004,20.1,0,4,4,0,1,1,3,1,27,14,1,UNAMID,14414,17646,0.29,-0.54,1.38,0,0,1,0,0
