conflict_id,dyad_id,negotiation_id,side_a,side_b,description,location_negotiations,start_negotiations_year,start_negotiations_month,end_negotiations_year,end_negotiations_month,third_party,local_ngo,international_ngo,regional_organization,un,foreign_government,individual,national_committee,language_organization,other,bilateral_negotiations,mediated_negotiations,agreement,peace_agreement,ceasefire,agreement_name,date_agreement_year,date_agreement_month,date_agreement_day,best_fatality_estimate,active,low,none
309,663,663-6,Sudan,SPLM/A,"The first phase of what came to be known as the Abuja peace talks started on 26 May 1992 and ended on 4 June 1992 without any progress made. The talks were hosted by the Nigerian president Ibrahim Babangida in his capacity as chair of the Organization of African Unity. Talks focus particularly on issues related to national identity, religion and state, self-determination, and interim security arrangements. The Nigerian mediators suggested to the conflict parties that an effective ceasefire would require a neutral observer team that would ensure all the parties complied with the peace agreement. Although the SPLM/A agreed, the Government of Sudan insisted that such a team would constitute “foreign intervention in the affairs of Sudan.” The first phase of the Abuja negotiations ended with the adoption of the Communique of the Abuja Sudanese Peace Conference.",Nigeria,1992,5,1992,6,OAU; Nigeria,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Communique of the Abuja Sudanese Peace Conference,1994,6,4,1083,1,0,0
309,663,663-7,Sudan,SPLM/A,IGAD hosted and sponsored several rounds of peace talks throughout 1994. Kenyan president Daniel arap Moi hosted the talks as chairman of IGAD. Preliminary shuttle peace talks were held in Nairobi in the beginning of January in order to determine the issues that would be put on the agenda for the formal talks.,Kenya,1994,1,1994,12,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,337,1,0,0
309,663,663-8,Sudan,SPLM/A,"Although the parties had not reached a consensus over an agenda for the negotiations, a first round of official negotiations was held in Nairobi between 8 and 23 March 1994.  ",Kenya,1994,3,1994,3,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,337,1,0,0
309,663,663-9,Sudan,SPLM/A,Another round of negotiations was held in Nairobi were held between 18 and 20 May 1994. ,Kenya,1994,5,1994,5,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,337,1,0,0
309,663,663-10,Sudan,SPLM/A,"Since the conflict parties could not agree on an official agenda for negotiations, the IGAD mediation team drafted a Declaration of Principles (DoP) which the conflict parties were meant to review in preparation for a third round of negotiations in July 1994. The compromise envisioned in the DoP was that while the south would have the right to self-determination because of the high level of polarization in Sudan, priority should be given to unity to be created through a national consensus. ",Kenya,1994,7,1994,7,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,337,1,0,0
309,663,663-11,Sudan,SPLM/A,"Another round of negotiations was subsequently held in Nairobi between 18 and 28 July 1994. While the SPLM/A accepted the DoP, the government side rejected the document. Nevertheless, on 23 July 1994, the Government of Sudan declared a unilateral ceasefire. This ceasefire was initially rejected by SPLM/A, but was eventually accepted. The ceasefire was later broken, probably by both sides. ",Kenya,1994,7,1994,7,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,1994,7,23,337,1,0,0
309,663,663-12,Sudan,SPLM/A,"The parties met again for IGAD-sponsored negotiations in Nairobi between 5 and 7 September 1994, but the talks again ended in a deadlock. Earlier in the year, between May and July, various Western diplomatic initiatives were coordinated in a new grouping, named the Friends of IGAD. The goal of this contact group was to increase the leverage of the IGAD mediation efforts.",Kenya,1994,9,1994,9,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,337,1,0,0
309,663,663-13,Sudan,SPLM/A,"In 1995, former US president Jimmy Carter managed to conduct shuttle mediation between the conflict parties, which led to a two-month ceasefire that was unilaterally announced by the Government of Sudan on 28 March 1995. The two-month ceasefire would help a health campaign organized by the Carter Center against Guinea worm infestation and river blindness in the south.  In addition to the ceasefire, the rebels were offered amnesty if they laid down their weapons. The SPLM/A accepted the ceasefire two days later on 1 June 1995, although some elements within the organisation rejected the ceasefire. The SPLM/A also called for international monitoring of the ceasefire. According to Carter, the ceasefire was holding with a few minor exceptions. Yet, the conflict parties accused each other of violating the ceasefire. In August 1995, the conflict parties agreed to resume peace talks, but not to extend the ceasefire. Yet, the talks never took place.",Sudan,1995,1,1995,3,Carter Center,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,,,1000,1,0,0
309,663,663-14,Sudan,SPLM/A,"In April 1996, the Sudanese government engaged in negotiations with some breakaway groups of the SPLM/A. This led to the conclusion of the Political Charter on 10 April 1996. A round of negotiations between the SPLM/A and the Sudanese government in July 1996, focusing on the Nuba Mountains, led to the conclusion of the Declaration of Principles for the Resolution of the Nuba Mountains’ Problem on 31 July 1996.",,1996,7,1996,7,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Declaration of Principles for the Resolution of the Nuba Mountains’ Problem,1996,7,31,2152,1,0,0
309,663,663-15,Sudan,SPLM/A,"In addition to negotiations between the SPLM/A and the Sudanese government, the Sudanese government engaged in negotiations with the breakaway group of the SPLM/A, the SPLM/A-Nasir faction. This led to the conclusion of a peace agreement on 21 April 1997, referred to as the Khartoum Agreement. ",,1997,4,1997,4,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Khartoum Agreement,1998,4,21,3005,1,0,0
309,663,663-16,Sudan,SPLM/A,"South African President Nelson Mandela held separate discussions with the conflict parties and succeeded in initiating direct talks, which began on 28 August 1997 in Nairobi under the aegis of IGAD. These talks were chaired by Kenyan Foreign Minister Kalonzo Musyoka, but representatives of Eritrea, Ethiopia, and Uganda were all participating in the mediation process. ",,1997,8,1997,8,IGAD; South Africa; Kenya; Eritrea; Ethiopia; Uganda ,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,3005,1,0,0
309,663,663-17,Sudan,SPLM/A,"At this IGAD summit in Nairobi in July 1997, Kenyan President Moi succeeded in convincing President al-Bashir to finally accept the DoP and resume direct negotiations with the SPLM/A in October 1997.  While the IGAD mediators tried to push the conflict parties to discuss how the DoP could be transformed in a sustained negations process, the negotiations that were held in October 1997 remained deadlocked on the issue of secularism, but also on the modalities of a referendum and the length of the transition period. When talks broke down again, the IGAD mediators issue a communique on 11 November 1997, which stated that the IGAD mediators would shuttle between the adversaries, but that direct negotiations would be adjourned until April 1998",,1997,10,1997,11,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,3005,1,0,0
309,663,663-18,Sudan,SPLM/A,"The conflict parties resumed peace talks in Nairobi on 4 May 1998, under the auspices of IGAD. Not wanting to appear as an obstructionist, the Sudanese government accepted self-determination for the south on the basis of a referendum during this round of talks. ",Kenya,1998,5,1998,5,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,4211,1,0,0
309,663,663-19,Sudan,SPLM/A,"On 15 July, the SPLM/A declared a 3-month ceasefire in Bahr el-Ghazal in order to facilitate humanitarian aid. The Government of Sudan accepted the ceasefire. In August, the Government of Sudan extended the ceasefire throughout southern Sudan, but this was rejected by the SPLM/A. ",,1998,7,1998,7,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Ceasefire,1998,7,15,4211,1,0,0
309,663,663-20,Sudan,SPLM/A,Another round of IGAD-sponsored peace talks was held in Addis Ababa between 6 and 8 August. This round of talks was also attended by Secretary-General of the Organization of African Unity Salim Ahmed Salim. ,Ethiopia,1998,8,1998,8,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,4211,1,0,0
309,663,663-21,Sudan,SPLM/A,"In October, the humanitarian ceasefire was extended by both parties for another 3 months. ",,1998,10,1998,10,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Ceasefire,1998,10,15,4211,1,0,0
309,663,663-22,Sudan,SPLM/A,The humanitarian ceasefire was continuously extended by both parties for 3 month-periods throughout 1999. ,,1999,1,1999,1,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Ceasefire,1999,1,16,1000,1,0,0
309,663,663-24,Sudan,SPLM/A,"Up until 1999, the Kenyan minister of Foreign Affairs had acted as the chief mediator of the peace talks, but it was decided in mid-1999 that a mediator needed to be appointed that could lead sustained negotiations. To this end, Daniel Mboya, the former Kenyan Ambassador to Sudan, was appointed. IGAD-sponsored peace talks were resumed in Nairobi on 20 July 1999. The parties agreed on procedural issues for further talks, but they failed to make any progress on substantial issues pertaining to a comprehensive ceasefire, self-determination for the south, defining a border, and the relation between religion and state.",Kenya,1999,7,1999,7,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,1000,1,0,0
309,663,663-23,Sudan,SPLM/A,"Former vice-president of Sudan Abel Alier separately consulted Garang and Bashir, after which he proposed a confederal solution to the conflict. This was rejected by the Government of Sudan.",,1999,,1999,,Abel Alier,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,1000,1,0,0
309,663,663-25,Sudan,SPLM/A,"A round of negotiations mediated by IGAD took place in January 2000. After this round of negotiations, the parties issued a joint communiqué in which they reiterated their commitment to a peaceful solution and said they agreed on self-determination for the people of southern Sudan. ",,2000,1,2000,1,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,1930,1,0,0
309,663,663-26,Sudan,SPLM/A,"Additionally, the UN was also involved in mediation between the conflict parties in a round of shuttle negotiations in February 2000. The goal of this UN mediation effort was to conclude a humanitarian ceasefire to allow for the vaccination of 54,000 children in the Nuba mountains. This mediation effort was successful. The conflict parties agreed on a three-day ceasefire in February 2000.",,2000,2,2000,2,UN,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Ceasefire,2000,2,23,1930,1,0,0
309,663,663-27,Sudan,SPLM/A,Another second three-day ceasefire was brokered in March 2000. ,,2000,3,2000,3,UN,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Ceasefire,2000,3,23,1930,1,0,0
309,663,663-28,Sudan,SPLM/A,"Another IGAD-mediated round of negotiations took place between 21 and 30 September 2000. During this round of peace talks, the mediators proposed a two-tier arrangement in which all institutions on a national level were to be neutral on religion. This proposal was accepted by the SPLM/A, but rejected by the Government of Sudan. ",,2000,9,2000,9,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,1930,1,0,0
309,663,663-29,Sudan,SPLM/A,"Another IGAD-mediated round of negotiations took place between 21 and 30 September 2000. During this round of peace talks, the mediators proposed a two-tier arrangement in which all institutions on a national level were to be neutral on religion. This proposal was accepted by the SPLM/A, but rejected by the Government of Sudan. ",,2000,9,2000,9,IGAD; Kenya; Ethiopia; Eritrea; Uganda,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,1930,1,0,0
309,663,663-30,Sudan,SPLM/A,Pre-negotiations took place in Buergenstock in December 2001.,Switzerland,2001,12,2001,12,Switzerland; US,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,3357,1,0,0
309,663,663-31,Sudan,SPLM/A,"The Government of Sudan and the SPLM/A met for a week of talks in Buergenstock in January 2002. The mediation team included both American and Swiss diplomats and the Swiss Ambassador Josef Bucher acted as the chief mediator. After six days of negotiations, the conflict parties concluded a ceasefire pertaining to the Nuba Mountains on 19 January 2002. It was agreed that the ceasefire in Nuba Mountains would monitored by Britain, France, Italy, the Netherlands, Norway, Switzerland and the US. The peace talks in Switzerland were coordinated with IGAD and thus complementary to the IGAD-led peace process. ",Switzerland,2002,1,2002,1,Switzerland; US; IGAD,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2002,1,19,2021,1,0,0
309,663,663-32,Sudan,SPLM/A,"Negotiations mediated by IGAD were resumed in Machakos in June 2002. The mediation team at Machakos was led by Kenyan General Lazaro Sumbeiywo. Although Kenya chaired the peace talks, diplomats from Eritrea, Ethiopia and Uganda were also heavily involved. Moreover, there was active engagement from the four official observer countries in the peace process: the UK, the US, Norway and Italy. As soon as the talks at Machakos started, the conflict parties agreed to extend the ceasefire in the Nuba Mountains for another six-month period. ",Kenya,2002,6,2002,6,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2002,6,1,2021,1,0,0
309,663,663-33,Sudan,SPLM/A,"On 20 July 2002, the SPLM/A and the Government of Sudan signed the Machakos Protocol. The peace agreement stipulated the general procedures for a transitional process, but also committed the conflict parties to engage in further negotiations to specify the terms of the framework. ",Kenya,2002,7,2002,7,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Machakos Protocol,2002,7,20,2021,1,0,0
309,663,663-34,Sudan,SPLM/A,"Negotiations were resumed in Machakos on 12 August 2002, but collapsed on 2 September 2002 after the SPLM/A seized the strategically important town of Torit. ",Kenya,2002,8,2002,9,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,2021,1,0,0
309,663,663-35,Sudan,SPLM/A,"Nevertheless, the adversaries engaged in another round of IGAD-mediated negotiations between October and November 2002. At the start of this round, the conflict parties signed an initial ceasefire on 15 October 2002, referred to as the Memorandum of Understanding on Cessation of Hostilities.  ",Kenya,2002,10,2002,10,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2002,10,15,2021,1,0,0
309,663,663-36,Sudan,SPLM/A,"On 18 November 2002, when negotiations closed for the year, a Memorandum of Understanding was signed, but no comprehensive agreement had been reached. The talks were adjourned until 6 January 2003, due to Ramadan, Christmas, and the Kenyan elections. ",Kenya,2002,11,2002,11,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Memorandum of Understanding ,2002,11,18,2021,1,0,0
309,663,663-37,Sudan,SPLM/A,"However, the parties were invited to Washington for informal talks on 19 and 20 December 2002. The US became more involved during 2002. In addition to attending and organising peace talks, it had issued the Sudan Peace Act. This act authorised the President of the US to seek a UN Security Council resolution for an arms embargo and to actively seek other financial and diplomatic methods to influence the conduct of the Sudanese Government. The US held out the prospects of trade and development aid opportunities, as well as a normalization of relations.",United States,2002,12,2002,12,US,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,2021,1,0,0
309,663,663-38,Sudan,SPLM/A,"IGAD-negotiations, led by the chief mediator Lazaro Sumbeiywo, continued in 2003 throughout the entire year. The US, the UK, Norway and Italy all had observer status during the talks and took part in the mediation. Norway also funded the peace talks. The Arab League announced in May 2003 that it would also begin attending the peace talks as an observer. Ambassador Samir Hosni, Director of the Arab-African cooperation at the Arab League subsequently attended the meetings. In spite of some clashes in early 2003, negotiations started on 23 January 2003. The talks focused on power and wealth sharing. ",Kenya,2003,1,2003,1,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-39,Sudan,SPLM/A,"The implementation of the Memorandum of Understanding on Cessation of Hostilities signed on 15 October 2002 was further improved during a round of negotiations in February 2003, with the signing an addendum to the MOU on 4 February 2003, which created a Verification and Monitoring Team (VMT). The VMT consisted of international observers to verify accusations of ceasefire violations. The conflict parties also agreed to cede control of areas captured since the signing of the ceasefire agreement in October 2002. With regard to the issue of power sharing, the conflict parties agreed on a framework of a government of national unity in which the SPLM/A would be a major partner. ",Kenya,2003,2,2003,2,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Peace Agreement,2003,2,4,44,1,0,0
309,663,663-40,Sudan,SPLM/A,"Another round of negotiations, which started on 4 March 2003, focused on the status of three disputed areas – the Nuba Mountains, Southern Blue Nile, and Abyei – though with limited progress. A major turning point in the peace process occurred at a meeting on 2 April, when President Omar al-Bashir and SPLM/A leader John Garang met and shook hands.",Kenya,2003,3,2003,4,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-41,Sudan,SPLM/A,"A new round of talks, addressing security issues, started on 7 April, but was stalemated on how to unify the national army.  ",Kenya,2003,4,2003,4,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-42,Sudan,SPLM/A,A new round negotiations on security issues was held in May 2003.,,2003,5,2003,5,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-43,Sudan,SPLM/A,Another round of negotiations was held in June 2003. ,Kenya,2003,6,2003,6,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-44,Sudan,SPLM/A,"Yet another round of negotiations on security issues was held in August 2003. None of these rounds of talks resulted in much progress. Nevertheless, the ceasefire, which was due to expire on 30 June, was extended by both parties. ",Kenya,2003,8,2003,1,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2003,1,8,44,1,0,0
309,663,663-45,Sudan,SPLM/A,The peace process took a positive turn when Vice President Ali Osman Mohamed Taha and John Garang entered into negotiations on 4 September 2003. ,Kenya,2003,9,2003,9,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-46,Sudan,SPLM/A,Subsequent discussions on power sharing and security issues resulted in the signing of the Agreement on Security Arrangements During the Interim Period on 25 September 2003. The ceasefire was also extended by two months.,Kenya,2003,9,2003,9,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,1,1,Ceasefire; Agreement on Security Arrangements During the Interim Period ,2003,9,25,44,1,0,0
309,663,663-47,Sudan,SPLM/A,"On 7 October 2003, the delegations met again for further talks. After nine days of the beginning of these talks, Taha and Garang arrived to continue negotiations, which lasted until 26 October.",Kenya,2003,10,2003,10,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-48,Sudan,SPLM/A,Another round of negotiations started again on 30 November.,Kenya,2003,11,2003,11,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-49,Sudan,SPLM/A,"On 7 December, Taha and Garang arrived to take part in this round of negotiations. This resulted in the parties agreeing in principle on a 50-50 sharing of oil wealth in the south during the interim period. ",Kenya,2003,12,2003,12,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,44,1,0,0
309,663,663-50,Sudan,SPLM/A,"Throughout 2004, the SPLM/A and the Government of Sudan held negotiations in Kenya based on the process agreed on in the Machakos Protocol singed in 2002. The continuous negotiations resulted in the signing of several protocols and agreements that were to make up the foundation of the final Comprehensive Peace Agreement. During a round of negotiations in Naivasha in January 2004, the Framework on Wealth Sharing During the Pre-Interim and Interim Period was signed on 7 January 2004. ",Kenya,2004,1,2004,1,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Framework on Wealth Sharing During the Pre-Interim and Interim Period,2004,1,7,253,1,0,0
309,663,663-51,Sudan,SPLM/A,"The next round of talks in May 2004  resulted in the signing of three agreements in Naivasha on 26 May: the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States on 26 May 2004, the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area on 26 May 2004, and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing on 26 May 2004. The conclusion of the three agreements finalised the political negotiations. The only issues that still needed to be addressed were the more technical issues of a comprehensive ceasefire, security arrangements, and the implementation of the peace agreement. However, during the two months after signing of the three peace agreements, the Government of Sudan claimed to be too busy with the situation in Darfur.",Kenya,2004,5,2004,5,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Southern Kordofan/Nuba Mountains and Blue Nile States; the Protocol Between the SUDANESE GOVERNMENT and SPLM on the Resolution of Conflict in Abyei Area; and the Protocol Between the SUDANESE GOVERNMENT and SPLM on Power Sharing,2004,5,1,253,1,0,0
309,663,663-52,Sudan,SPLM/A,"On 7 October 2004, Garang and Taha started another round of negotiations. ",Kenya,2004,10,2004,10,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,0,0,0,,,,,253,1,0,0
309,663,663-53,Sudan,SPLM/A,"On 19 November, the government and SPLM/A signed a Memorandum of Understanding, committing the conflict parties to sign a comprehensive peace agreement no later than 31 December 2004. ",Kenya,2004,11,2004,11,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,1,0,Memorandum of Understanding,2004,11,19,253,1,0,0
309,663,663-54,Sudan,SPLM/A,"Consequently, talks between Garang and Taha resumed again on 7 December 2004 and continued until Christmas Eve. The parties marked the end of the conflict on 31 December 2004 by the signing of a permanent ceasefire.",Kenya,2004,12,2004,12,IGAD; Eritrea; Ethiopia; Uganda; Kenya; UK; US; Norway; Italy,0,0,1,0,1,0,0,0,0,0,1,1,0,1,Ceasefire,2006,12,31,253,1,0,0
309,663,663-55,Sudan,SPLM/A,"Salva Kiir engaged in negotiations with Sudanese government officials mediated by the US in Washington on 20 July 2006. In August 2006, the SPLM/A and Sudanese government forces clashed in the Rubkona area of Unity State, resulting in the death of eight civilians and three soldiers. Heavy fighting between the SPLM/A and government forces in Malakal from 27 to 30 November 2006 resulted in at least 150 people dead. ",United States,2006,7,2006,7,US,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,663,663-56,Sudan,SPLM/A,"The conflict parties subsequently engaged in a round of negotiations and concluded a new ceasefire in December 2006, which also stipulated joint investigation.",,2006,12,2006,12,,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Ceasefire,2006,12,1,0,0,0,1
309,663,663-57,Sudan,SPLM/A,"As a result of standoff between Sudanese government forces and the SPLM/A in Abyei and the deadlock of talks on the status of Abyei, the SPLM/A temporarily pulled out of the Government of National Unity on 17 October 2007. Negotiations focusing on how entrust the security of the oil-rich areas, including Abyei, to oint Integrated Units led to an agreement on this issue on 12 December 2007. The SPLM/A joined the Government of National Unity again in late December 2007.",,2007,12,2007,12,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,0,0,0,1
309,663,663-58,Sudan,SPLM/A,"Fighting escalated in Abyei May 2008. Between 13 and 21 May 2008, at least 90 people were killed in Abyei during violence between government forces and the SPLM/A. Negotiations mediated by the UN led to the signing of an agreement on 8 June 2008. This agreement stipulated a new ceasefire and referred the boundary demarcation to the Permanent Court of Arbitration (PCA) in The Hague. ",,2008,6,2008,6,UN,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Ceasefire,2009,6,8,0,0,0,1
309,663,663-59,Sudan,SPLM/A,"In 2009, the PCA issued its ruling, which considerably decreased the size of Abyei and moved the Heglig and Kharsana oil fields to Sudan. In spite of this ruling, the NCP still rejected the ruling and even occupied Abyei with armed forces. A round of negotiations between the conflict parties in September 2009, without the involvement of a third party, led to the signing of the Juba Declaration on Dialogue and National Consensus on 30 September 2009. This agreement re-affirmed the commitment to the implementation of the CPA, as well as well stressed the importance of reconciliation, democracy, and economic and social progress.",Sudan,2009,9,2009,9,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Juba Declaration on Dialogue and National Consensus,2009,9,30,0,0,0,1
309,663,663-60,Sudan,SPLM/A,"With tensions increasing and the referendum on self-determination for Southern Sudan approaching, the AU started to take the lead in mediating the successful implementation of the CPA. To this purpose, the AU High-Level Implementation Panel for Sudan (AUHIP) was established during a meeting of the AU Peace and Security Council on 29 October 2009. Led by former South African President Thabo Mbeki, the panel was mandated to assist the Sudanese parties in the implementation of the CPA. ",,2009,10,2009,10,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,663,663-61,Sudan,SPLM/A,"A round of negotiations in June 2010, without the involvement a third party, led to the signing of the Mekelle Memorandum of Understanding between the NCP and the SPLM on Post-referendum Issues and Arrangements on 21 June 2010.  This agreement outlined arrangements for negotiations after the 2011 referendum on self-determination. The agreement also listed all issues that need to be negotiated, including citizenship, security, financial, economic, and natural resources, and international treaties and legal issues. The parties also agreed that these negotiations would be mediated by the AUHIP, with support from IGAD, IGAD partner’s forum, and the UN.  ",,2010,6,2010,6,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Mekelle Memorandum of Understanding between the NCP and the SPLM on Post-referendum Issues and Arrangements,2010,6,21,0,0,0,1
309,663,663-62,Sudan,SPLM/A,"On 19 and 20 July 2010, the AUHIP conveyed a meeting in Juba, at which the AUHIP mediators and the conflict parties formulated a framework for future negotiations, including guiding principles, proposals on clusters for negotiations, and the role of outside experts.",Sudan,2010,7,2010,7,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
309,663,663-63,Sudan,SPLM/A,"Next, between 7 and 13 November 2010, the Sudanese government and Sudanese government representatives discussed post-referendum issues, agreeing that the overriding principle of post-secession relations between Sudan and Southern Sudan should be the concept of two viable states. However, the negotiation partners could not agree on the status of Abyei, inhibiting them from signing a Framework Agreement. ",,2010,11,2010,11,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,0,0,0,1
309,663,663-64,Sudan,SPLM/A,"With the 2011 referendum held in the next month, the AUHIP once more tried to resolve the conflict over Abyei at a meeting in Juba on 13 December 2010, but this effort proved fruitless as well. This meeting also reviewed progress on post-referendum issues.",Sudan,2010,12,2010,12,AU,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,1
